"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"1510","N614SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1511","N615DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1512","N615JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1513","N615SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1514","N616DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1515","N616SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1516","N617DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1517","N617SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1518","N618AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1519","N618DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1520","N618JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1521","N618WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1522","N619AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1523","N619SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1524","N620SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1525","N621JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1526","N621SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1527","N621VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1528","N622AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1529","N622SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1530","N622VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1531","N623AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1532","N623DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1533","N623JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1534","N623SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1535","N623VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1536","N624AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1537","N624AG",1993,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"1538","N624JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1539","N624SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1540","N624VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1541","N625AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1542","N625JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1543","N625SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1544","N625VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1545","N626SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1546","N626VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1547","N627DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1548","N627JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1549","N627SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1550","N627VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1551","N628AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1552","N628SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1553","N628VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1554","N629JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1555","N629SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1556","N629VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1557","N630AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1558","N630JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1559","N630VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1560","N630WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1561","N631AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1562","N631VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1563","N632JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1564","N632SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1565","N632VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1566","N633AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1567","N633DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1568","N633JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1569","N633SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1570","N633VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1571","N634AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1572","N634JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1573","N634SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1574","N634VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1575","N635AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1576","N635DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1577","N635JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1578","N635SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1579","N635VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1580","N636DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1581","N636JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1582","N636VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1583","N636WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1584","N637DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1585","N637JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1586","N637SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1587","N637VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1588","N638DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1589","N638JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1590","N638SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1591","N638VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1592","N639AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1593","N639DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1594","N639JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1595","N639SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1596","N639VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1597","N640DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1598","N640JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1599","N640SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1600","N640VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1601","N641DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1602","N641JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1603","N641SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1604","N641UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1605","N641VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1606","N642AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1607","N642DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1608","N642VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1609","N642WN",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1610","N643DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1611","N643JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1612","N643SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1613","N644DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1614","N644JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1615","N644SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1616","N644UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1617","N645DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1618","N645JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1619","N645SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1620","N646DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1621","N646JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1622","N646SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1623","N646UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1624","N647DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1625","N647SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1626","N647UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1627","N64809",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1628","N648DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1629","N648JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1630","N648SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1631","N648UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1632","N649DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1633","N649JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1634","N649SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1635","N649UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1636","N650DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1637","N650SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1638","N651DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1639","N651JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1640","N651SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1641","N651UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1642","N652DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1643","N652JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1644","N652SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1645","N652UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1646","N653JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1647","N653SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1648","N653UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1649","N654DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1650","N654SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1651","N654UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1652","N655DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1653","N655JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1654","N655UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1655","N655WN",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1656","N656JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1657","N656SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1658","N656UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1659","N657JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1660","N657SW",1985,"Fixed wing multi engine","BOEING","737-3L9",2,149,NA,"Turbo-fan"
"1661","N657UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1662","N658DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1663","N658JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1664","N658SW",1985,"Fixed wing multi engine","BOEING","737-3L9",2,149,NA,"Turbo-fan"
"1665","N658UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1666","N659DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1667","N659JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1668","N659SW",1985,"Fixed wing multi engine","BOEING","737-301",2,149,NA,"Turbo-fan"
"1669","N659UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1670","N66051",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1671","N66056",2001,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1672","N66057",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1673","N660DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1674","N660SW",1985,"Fixed wing multi engine","BOEING","737-301",2,149,NA,"Turbo-fan"
"1675","N660UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1676","N661DN",1990,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1677","N661JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1678","N661UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1679","N662DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1680","N662JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1681","N662SW",1985,"Fixed wing multi engine","BOEING","737-3Q8",2,149,NA,"Turbo-fan"
"1682","N663DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1683","N663JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1684","N663SW",1985,"Fixed wing multi engine","BOEING","737-3Q8",2,149,NA,"Turbo-fan"
"1685","N663UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1686","N664DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1687","N664UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1688","N665DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1689","N665JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1690","N665UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1691","N665WN",1986,"Fixed wing multi engine","BOEING","737-3Y0",2,149,NA,"Turbo-fan"
"1692","N666DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1693","N666UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1694","N667DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1695","N667UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1696","N66803",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1697","N66808",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1698","N668AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1699","N668DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1700","N668UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1701","N669AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1702","N669DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1703","N669SW",1987,"Fixed wing multi engine","BOEING","737-3A4",2,149,NA,"Turbo-jet"
"1704","N669UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1705","N6700",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1706","N6701",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1707","N6702",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1708","N6703D",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1709","N6704Z",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1710","N67052",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1711","N67058",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1712","N6705Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1713","N6706Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1714","N6707A",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1715","N6708D",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1716","N6709",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1717","N670DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1718","N670SW",1988,"Fixed wing multi engine","BOEING","737-3G7",2,149,NA,"Turbo-jet"
"1719","N670UA",NA,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1720","N670US",1990,"Fixed wing multi engine","BOEING","747-451",4,450,NA,"Turbo-jet"
"1721","N6710E",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1722","N6711M",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1723","N6712B",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1724","N67134",1999,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"1725","N6713Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1726","N6714Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1727","N6715C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1728","N6716C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1729","N67171",2001,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1730","N671DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1731","N671UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1732","N672AW",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1733","N672DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1734","N672UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1735","N673AW",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1736","N673DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1737","N673UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1738","N674DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1739","N674UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1740","N675AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1741","N675DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1742","N675MC",1975,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1743","N675UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1744","N676AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1745","N676DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1746","N676UA",2001,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1747","N677AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1748","N677UA",2001,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1749","N678AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1750","N678DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1751","N679AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
